Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Kiribati,KIR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,6.1,..,..,..,0.9,..,..
Kiribati,KIR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,41,41,41,41,41.9,42.9,..,..
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25817709,25931147,26037632,26136312,26232534,26328845,26418204,26498823,26571036
"Korea, Dem. People's Rep.",PRK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43155.9100867658,45511.0803506331,46511.2196957018,47881.4921344193,51718.2518656631,55509.3368761174,57429.8031076402,61051.3492502498,63124.9152183625
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065,51684564
"Korea, Rep.",KOR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.2,0.2,0.2,0.1,0.1,..,..,..,..
"Korea, Rep.",KOR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.4,5.2,5.1,5.3,5.6,5.7,5.4,..,..
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9380.94007290057,10018.7387080811,10861.0531745974,10532.5054692849,12362.4210181213,13948.6857891476,15817.4329388361,17890.3600994298,19263.3268800963
Kosovo,XKX,"Population, total",SP.POP.TOTL,1791019,1797086,1788891,1790151,1786079,1768096,1682668,1594353,1576876
Kosovo,XKX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,15.2,20.7,11.3,16.8,25,10,..,..,..
Kosovo,XKX,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46565.5499504554,51370.7320595252,50703.0001343301,41461.7235642777,50651.9575337091,55034.2790289403,53083.3848600632,53119.3783662664,56467.7272075432
Kuwait,KWT,"Population, total",SP.POP.TOTL,4154812,4323515,4442316,4400267,4360865,4589643,4853420,4897263,4865298
Kuwait,KWT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12.3,12.3,12.3,12.2,10.8,8.6,8.4,..,..
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4953.71755085199,4777.94175395575,5304.22758314405,5178.5619670404,5736.47883415154,6576.46977080639,7304.10137976789,8208.03081858011,9219.51443675205
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6306696,6444079,6590211,6726596,6851224,6975220,7099750,7221868,7343064
Kyrgyz Republic,KGZ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,8.2,5.9,4.9,9.4,5.6,4.5,2.7,2.2,..
Kyrgyz Republic,KGZ,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,6.3,6.3,6.4,6.6,6.9,7,..,..,..
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7141.90652701767,7486.86452700433,7743.21906534261,7913.38660650276,8080.43553249923,8765.05131747163,9299.44710059913,9790.02538664409,10382.9990718948
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7018147,7128045,7237636,7346533,7453194,7559007,7664993,7769819,7873046
Lao PDR,LAO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,15.7,..,..,..,..,..,7.1,..
Lao PDR,LAO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,29.4,31.8,34.1,36.3,35.6,..,..
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16562.7921410844,17905.342700049,19218.2518104829,19505.7754934772,22189.7622837471,24507.588755014,26493.0363633708,28387.5107480613,30341.9195453314
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2285870134,2298394042,2308878047,2316152452,2320127658,2323799602,2326294294,2328876323,2330425681
Late-demographic dividend,LTE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16199.364491975,16898.8640028537,17324.1729899166,16661.9080916866,18696.3210341683,20844.4102356927,22098.0252204992,23059.8669505445,23901.1707987798
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,630414986,635778081,640962372,645498187,649236092,653108131,657616519,662185614,666592570
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,6.2,6.1,6.2,5.8,6.2,5,4.6,4.3,..
Latin America & Caribbean,LCN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,29.1658125,27.3980469,28.0012004,33.7087628,33.4180161,30.0444623,26.6843874,25.2033287,..
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15597.769702594,16293.062992205,16684.388146346,16054.1366206643,17991.1283749974,20076.1307172179,21242.4747751205,22069.8710887458,22825.2477825485
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,592522502,597518751,602249777,606535582,610122057,613861839,618190397,622564181,626808315
Latin America & Caribbean (excluding high income),LAC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16139.0519900545,16835.0994009151,17246.6439522841,16583.0599942302,18609.1190317645,20743.0336304211,21989.4422117221,22938.8544443974,23773.0633533423
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,614776664,620274430,625467307,630051021,633862610,637837815,642397939,647003746,651467364
Latin America & the Caribbean (IDA & IBRD countries),TLA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,28.6922775,26.9148667,27.5723813,33.2320303,33.1444654,29.6693943,26.2947685,24.8264895,..
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25763.9907709703,29817.8047263182,32199.0960377091,32741.4207691987,36912.0130602161,40546.4638799692,42783.8260226567,43873.3777849582,46136.689377286
Latvia,LVA,"Population, total",SP.POP.TOTL,1942248,1927174,1913822,1900449,1884490,1879383,1883710,1866124,1847785
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1,0.6,0.3,0.5,0.5,0.4,0.4,..,..
Latvia,LVA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,9.4,9.5,10.2,9.4,9.3,10.2,11.2,..,..
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3024.93057589483,3246.95099345522,3443.68736951097,3497.11693341957,3723.8118415625,4093.48384874803,4289.01547703069,4468.51455719252,4685.23358097877
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1008260714,1032309742,1057170371,1082754466,1108233065,1133564482,1159744187,1186668913,1214167506
Least developed countries: UN classification,LDC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,52.6570337,52.0993219,52.918557,54.6588065,56.1053974,57.3426549,56.7773521,57.772271,..
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20963.8249472533,21985.4884702241,21710.4648750807,16259.7051312281,11599.7755083765,12290.8925567636,12585.1973845359,11917.4502960889,..
Lebanon,LBN,"Population, total",SP.POP.TOTL,6160128,5984119,5794594,5702398,5718122,5744489,5773493,5805962,5849421
Lebanon,LBN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,5.8,..,..,..
Lebanon,LBN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,14.7,21.1,29.1,36.5,40.1,42.4,..,..
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2618.81820770145,2632.28775223004,2568.34114362719,2559.09776077846,2544.78249551214,2760.87343646139,2879.59482438145,3070.79580931865,3184.11725194709
Lesotho,LSO,"Population, total",SP.POP.TOTL,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2337423,2363325
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,41.9,..,..,..,..,..,..,..,..
Lesotho,LSO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,49.7,50.6,52.3,54.8,57.4,59.9,..,..
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1664.94481323565,1799.72751397748,1899.52200972855,1659.52109145991,1539.20892304674,1691.30467616419,1796.01250525501,1873.76133636244,1981.09483342188
Liberia,LBR,"Population, total",SP.POP.TOTL,4848925,4944726,5043721,5149463,5259323,5373294,5493031,5612817,5731206
Liberia,LBR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Liberia,LBR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,81,..,80.6,80.6,81.2,81,80.8,..,..
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18026.0187834008,18879.3151301984,16194.1082061146,10954.799045265,12641.5097714075,12264.4456986569,13858.4923072147,14324.5818697336,16521.3998152838
Libya,LBY,"Population, total",SP.POP.TOTL,6738770,6849055,6951033,7045399,7135175,7223805,7305659,7381023,7458555
Libya,LBY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Libya,LBY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,33.2,35.7,37.4,39.4,39.8,37.9,35.1,..,..
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,37962,38246,38563,38901,39182,39493,39846,40450,41024
Liechtenstein,LIE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31305.0436934372,36491.9385223689,40563.8304884555,41262.7276941725,45897.3715026327,50653.3394443751,52720.0689650863,55699.3734421294,56837.8067003598
Lithuania,LTU,"Population, total",SP.POP.TOTL,2842639,2819200,2811089,2810369,2808380,2831639,2871585,2888278,2888774
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.2,1,0.6,0.5,0.3,0.8,1.1,..,..
Lithuania,LTU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12.3,10.7,11.3,9.8,8.4,6.1,6.5,..,..
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9853.32966712243,10467.1783406202,11029.3134153796,11034.820011849,12281.3196390022,13642.9925221372,14678.6819432627,15561.275392703,16517.6822374018
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6233470764,6311329885,6387395177,6460393883,6527758150,6590522389,6654784822,6722971301,6791684991
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,14.3,13.4,13,13.8,13.7,13.1,12.7,12.5,..
Low & middle income,LMY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1932.58884990173,2001.57331274951,2069.67273834445,2081.01922060934,2217.86921809681,2396.78981484032,2453.46986852421,2547.25470760241,2711.53101277943
Low income,LIC,"Population, total",SP.POP.TOTL,616499860,633927417,652255298,670891024,689336827,707776045,727162058,747152629,767490169
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,50.6,..,..,52.6,53.4,52.6,52.9,..,..
Low income,LIC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,58.6172792,58.8284102,58.2609417,62.0008198,64.074366,64.520706,64.8954841,65.4427552,..
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6252.65610737314,6691.05669354036,7106.74199743091,7078.0049062502,7838.34718454926,8825.03085606193,9525.68442771831,10166.1166022825,10941.9039439899
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2650727446,2687882795,2724611683,2761575388,2797047001,2832445640,2869695351,2907379621,2945282634
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,16,15.3,14.4,13.6,13.1,..
Lower middle income,LMC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,30.3879873,34.1483833,36.1227297,43.3817601,43.675744,42.5597143,42.761181,41.7657368,..
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,114985.842235989,116638.414163882,121371.73990307,122066.739147202,136772.443753292,146919.145398495,152596.126692093,156079.3685607,156542.075847247
Luxembourg,LUX,"Population, total",SP.POP.TOTL,596336,607950,620001,630419,640064,653103,666430,677012,686970
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.3,0.3,0.1,0,0.1,0.1,0.1,..,..
Luxembourg,LUX,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,3.3,3.3,3.1,2.8,2.7,2.6,2.6,..,..
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,120774.963080752,129457.998600118,126029.622371097,57077.5325705099,73374.4486829589,64183.3559914099,116424.421317954,127144.298137913,137030.679100085
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,648400,658900,672000,685400,682500,677300,678800,687000,685900
"Macao SAR, China",MAC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1546.88001890817,1546.59563549795,1612.29772715626,1490.32312839072,1577.43246056529,1716.40079421689,1810.09891584306,1888.66403175151,1952.48426903369
Madagascar,MDG,"Population, total",SP.POP.TOTL,26788375,27494926,28219554,28953556,29691083,30437261,31195932,31964956,32740678
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,69.2,..,..,..,..
Madagascar,MDG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,58,59.6,61.1,64.9,68.6,72.6,..,..
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1380.23263621737,1363.79445595088,1450.01008064784,1513.45990803344,1687.59358179651,1778.02399491871,1831.97332483901,1860.31534523381,1899.29166528127
Malawi,MWI,"Population, total",SP.POP.TOTL,18039715,18528081,19025752,19533888,20047258,20568728,21104482,21655286,22216120
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,75.4,..,..,..,..,..,..
Malawi,MWI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,80.3,78.8,79.9,81.3,82.4,81.7,81.7,..,..
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26415.5960203287,27793.5674222948,28933.928297233,27474.7361378236,29822.8491831618,34414.4136245222,36496.9483630681,38835.6013146653,41497.6746089548
Malaysia,MYS,"Population, total",SP.POP.TOTL,32355644,32910967,33440596,33889558,34282399,34695493,35126298,35557673,35977838
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,0,..,..,0,..,..,..,..
Malaysia,MYS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,15.1,15.1,14.9,15.4,16,16.7,16.7,..,..
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19767.8893613468,21899.4292993843,23077.2112236652,13425.3674459601,19052.6224904311,22876.8862033838,24806.6325837081,26220.8078173473,28554.8945669737
Maldives,MDV,"Population, total",SP.POP.TOTL,458287,473099,487731,502118,516154,524106,525994,527799,529676
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,0,..,..,..,..,..,..
Maldives,MDV,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,13.4,13.4,13.4,13.4,..,..,..
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2606.69607954141,2684.41122026577,2819.86582297259,2723.70094784441,2796.22793795431,3013.94334673825,3178.41515939915,3321.57614442921,3502.76132351788
Mali,MLI,"Population, total",SP.POP.TOTL,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595,25198821
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,29.4,..,..,36.1,..,..,..,..
Mali,MLI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,25.9,25.2,23.9,21.9,20.6,20,20.6,..,..
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45763.6968096243,48178.5049931669,51392.5014263659,49971.8904481582,56823.9958525022,60623.0076694404,67101.1037962636,70062.9017440762,72210.3392223985
Malta,MLT,"Population, total",SP.POP.TOTL,467106,483903,503912,515490,518150,531113,552747,568847,579704
Malta,MLT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.2,0.2,0.3,0.4,0.1,0.1,0.4,..,..
Malta,MLT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5,4.3,4.4,5.2,7.2,8.2,9.2,..,..
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4719.31304912625,5232.20524867928,6045.06240783364,6137.93436122421,6768.82579129624,7431.2014968892,7525.1504555076,8237.95897993999,8964.32212870807
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,46529,45285,44007,42706,41367,40077,38827,37548,36282
Marshall Islands,MHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,2.1,..,..,..,..,..,..
Marshall Islands,MHL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5353.06608810409,5429.23223059784,5610.13236713892,5740.73959690131,5836.56580821897,6483.80020315347,6971.65100210032,7379.45422386145,7675.51996658445
Mauritania,MRT,"Population, total",SP.POP.TOTL,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395,5315065
Mauritania,MRT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,10.2,..,..,..,..,..,..
Mauritania,MRT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,32.3,35.9,41.2,45.3,53.7,61.2,66.3,..,..
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22897.9700922103,23415.5237589118,24374.7818286567,21621.5971225157,23010.2013826906,26783.5527116445,29402.9391464973,31696.7381226145,33666.64355884
Mauritius,MUS,"Population, total",SP.POP.TOTL,1264887,1265577,1265985,1266014,1266334,1262523,1248647,1245779,1243741
Mauritius,MUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.5,..,..,..,..,..,..,..,..
Mauritius,MUS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,18.5,20.7,24.2,28.2,32,31.2,31.1,..,..
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20488.715079135,20921.4775294879,20964.2774863762,19354.1248682138,20782.5877440905,23135.4931593441,25188.3182559609,25820.3527960242,25868.4787520629
Mexico,MEX,"Population, total",SP.POP.TOTL,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007,131946900
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,3.9,..,4.3,..,2.3,..,1.6,..
Mexico,MEX,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,23,23.8,25.3,25.5,23.5,20.7,19.3,..,..
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3483.25006151113,3563.60005687114,3741.7086219508,3692.79209583749,3955.73141317971,4087.19316400156,4266.72631824787,4452.31995062055,4604.39540764468
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,109481,109909,110282,110916,111624,112114,112630,113160,113683
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12291.2967053183,12979.5651648011,12993.5487745863,12317.4334238378,13587.0461822659,15209.8028931552,15835.6934912997,16325.7848019477,16920.6041192154
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,718887744,730362334,742714463,756405281,767578451,782349366,797801454,813173936,828025185
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,11.1,11.1,11.6,12.6,13.4,13.5,13.9,14.4,..
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,27.4742041,29.2811057,28.5632121,38.0163011,40.3141013,39.7771721,39.805801,40.123337,..
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8422.84811875949,8758.88619048046,8778.03575397246,8908.77995047244,9431.95407996758,10392.539527173,10901.0467534385,11251.4824664853,11613.8367941991
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,656767614,668447432,680490997,692532027,704458802,716508657,729077445,741690916,753903407
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8439.42507416986,8777.18379304779,8794.54554024921,8930.22848745875,9459.39324551382,10423.5410952844,10935.8526423683,11299.4554855773,11663.1088560566
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,652312809,663878345,675805691,687728758,699536053,711465045,723911670,736401764,748489811
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,28.294987,30.2749411,29.5202851,39.9251654,42.5581073,42.2296246,42.2825544,42.7526159,..
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10729.0911624779,11419.0517766851,12055.2305751237,12079.8107551627,13477.1480288886,15004.3015492181,16185.7324491801,17196.0137583471,18286.062189255
Middle income,MIC,"Population, total",SP.POP.TOTL,5616970904,5677402468,5735139879,5789502859,5838421323,5882746344,5927622764,5975818672,6024194822
Middle income,MIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Middle income,MIC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11252.1135465283,11868.1955463223,13413.2232935126,13527.4413130967,15682.0703284653,16442.1034354056,17750.5576656772,18661.6606470212,19995.7590923995
Moldova,MDA,"Population, total",SP.POP.TOTL,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2402306,2360527
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.1,0,0,0,0.2,0,0.1,..,..
Moldova,MDA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,24.6,27.5,27.2,24.9,23.5,24.7,25.1,..,..
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,37678,38154,38109,38050,38527,38931,38956,38631,38341
Monaco,MCO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Monaco,MCO,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
